page_id	n_clicks	n_from_art	n_act_links	n_from_proj	n_proj_act
5482437	79	32	1	0	0
10993815	26	0	0	0	0
251028	2933	1451	25	758	8
5945996	164	74	3	74	3
922855	487	74	3	74	3
47839195	1816	298	8	113	3
11488765	97	0	0	0	0
2392481	7606	1083	14	808	8
6569641	203	20	1	20	1
6713515	99	21	1	21	1
1883459	1861	889	17	400	6
6568059	134	68	4	68	4
5272227	109	35	2	35	2
9320821	150	47	3	11	1
7261795	1902	965	14	826	8
6188	10621	1316	28	526	9
47839184	431	192	4	84	2
5725379	109	17	1	17	1
47839170	7015	772	13	560	9
5612417	120	49	2	49	2
13187601	115	24	1	0	0
12879213	55	0	0	0	0
13205463	93	24	2	24	2
19758	2799	458	11	365	8
7627815	138	11	1	11	1
960804	3154	1305	15	1157	10
321001	591	138	3	138	3
3487394	84	42	1	42	1
47827561	10945	2402	14	2111	7
6564794	537	289	8	233	6
4766651	432	179	8	166	7
744148	4952	1877	28	1148	6
1956179	2398	1224	17	918	13
1901727	471	259	9	191	8
65712	4668	1618	25	1432	17
6216288	437	231	7	231	7
8571640	790	393	11	381	10
1647186	687	335	9	285	5
6553818	585	311	3	300	2
6564285	709	385	6	305	4
4253622	826	385	9	368	8
13743516	102	34	2	12	1
885790	881	122	5	79	2
6740115	2454	892	17	243	5
2848602	39	0	0	0	0
6220222	385	224	1	224	1
6402660	611	267	8	124	4
327385	612	275	11	214	7
12895419	45	0	0	0	0
248639	8102	1634	38	545	11
4902525	1034	470	10	352	8
10291924	837	299	3	216	1
6564587	328	205	3	205	3
3000805	660	284	7	260	6
504623	10716	4107	45	3350	28
5619603	1370	718	11	682	10
898705	250	93	3	20	1
3485320	700	416	6	416	6
3485543	193	100	4	100	4
3475031	399	191	5	107	4
3050508	540	275	4	275	4
24911385	3557	2006	21	1194	13
1942136	638	325	8	209	6
6566601	925	503	9	459	6
3324581	410	237	7	93	4
1898656	1079	481	12	464	11
80821	2523	1270	16	1072	14
1955332	121	49	2	26	1
6730717	1262	655	15	461	7
5612207	142	57	3	41	2
6567979	260	145	2	145	2
6668713	494	297	6	272	4
3051117	484	126	6	110	5
4541066	901	323	8	157	5
8856076	678	150	8	82	6
3986480	4337	2245	40	1734	29
